Case,Observed_dataset,Emission_Compartment,Target_Compartment,RMSE,R2,Slope,Spearman_r,Pass_Spearman,MPdensity_kg_m3,FI,t_half_deg_free,t_frag_gen_FreeSurfaceWater
75,Sea Surface Fragments | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.46666845144855246,0.2546423847708449,-3.5399293100410802,-1.0,True,1266.8602077145417,0.7534087570384145,4509.321025122595,33.63773384602314
74,Sea Surface Fragments | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.5024050948048249,0.13611510824006834,-3.3158739022154373,-1.0,True,1038.8347327734473,0.4509955206885934,5968.470983069437,99.03512881364628
71,Sea Surface Fragments | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.5055134504228503,0.12539241344743757,-3.5621605813869643,-1.0,True,1193.8882116574719,0.6794684045016766,7014.614289040168,66.50408224922234
5,Sea Surface Fragments | Enders,Ocean_Surface_Water,Coast_Surface_Water,0.5290928159708777,0.041898459326927484,-2.470674956545921,-1.0,True,1067.1475829275753,0.8145831767469645,7649.971821573374,27.484250670786114
73,Sea Surface Fragments | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.5908265465843122,-0.19472461079643444,-3.7297643024397393,-1.0,True,1121.8133512477903,0.6033657537773252,3615.677397989515,22.326527525385192
3,Sea Surface Fragments | Enders,Ocean_Surface_Water,Coast_Surface_Water,0.5955871377562072,-0.21405518894434628,-1.9818723391136692,-1.0,True,1142.0435862712225,0.9025733647868037,3158.382174470359,79.69456262139977
79,Sea Surface Fragments | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.6319668060559606,-0.3668987437881479,-3.78394912553998,-1.0,True,1161.6520193863762,0.5836473209783435,5394.3824984800585,25.560460500675028
61,Sea Surface Fragments | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.6828453774941124,-0.5958517960314145,-2.6423714426934697,-1.0,True,1027.5319670423107,0.7408183021470904,4154.920691366332,47.15673042962145
45,Sea Surface Fragments | Enders,Coast_Surface_Water,Coast_Surface_Water,0.7003735178453039,-0.6788320126272687,-1.9757676773725823,-1.0,True,1067.1475829275753,0.8145831767469645,7649.971821573374,27.484250670786114
57,Sea Surface Fragments | Enders,Coast_Surface_Water,Coast_Surface_Water,0.7138306541231803,-0.7439667360920565,-1.9258182076859434,-1.0,True,1052.6719218786097,0.8115330813452601,3073.41552049488,14.554328791386125
67,Sea Surface Fragments | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.758657131342599,-0.969876041522804,-4.01741114695856,-1.0,True,1302.5857566121042,0.5395782608538866,9481.499850069624,12.343861837108888
66,Sea Surface Fibers | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.39984011595016894,-0.02417708729896839,-0.7612382149157464,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
6,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,0.41399697847133854,-0.0979856624952904,-0.7510990601442836,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
41,Sea Surface Fibers | Enders,Coast_Surface_Water,Coast_Surface_Water,0.7994332064544509,-3.094177750435139,-1.488331515341178,-1.0,True,1027.5319670423107,0.7408183021470904,4154.920691366332,47.15673042962145
1,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,1.455762513772395,-12.576361397295125,-2.006863588768346,-1.0,True,1027.5319670423107,0.7408183021470904,4154.920691366332,47.15673042962145
57,Sea Surface Fibers | Enders,Coast_Surface_Water,Coast_Surface_Water,1.4782347035408272,-12.9987453572205,-1.9258182076859434,-1.0,True,1052.6719218786097,0.8115330813452601,3073.41552049488,14.554328791386125
45,Sea Surface Fibers | Enders,Coast_Surface_Water,Coast_Surface_Water,1.5360990315033114,-14.11613482573906,-1.9757676773725823,-1.0,True,1067.1475829275753,0.8145831767469645,7649.971821573374,27.484250670786114
3,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,1.6520663882242452,-16.48466505196761,-1.9818723391136692,-1.0,True,1142.0435862712225,0.9025733647868037,3158.382174470359,79.69456262139977
15,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,2.131605047573911,-28.108230554556854,-2.3191024681247168,-1.0,True,1266.8602077145417,0.7534087570384145,4509.321025122595,33.63773384602314
61,Sea Surface Fibers | Enders,Coast_Surface_Water,Ocean_Surface_Water,2.1611642026272517,-28.921120751561496,-2.6423714426934697,-1.0,True,1027.5319670423107,0.7408183021470904,4154.920691366332,47.15673042962145
5,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,2.1657941771397766,-29.04946122714739,-2.470674956545921,-1.0,True,1067.1475829275753,0.8145831767469645,7649.971821573374,27.484250670786114
11,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,2.174124154139568,-29.281055430710445,-2.3129884579359317,-1.0,True,1193.8882116574719,0.6794684045016766,7014.614289040168,66.50408224922234
17,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,2.3403285351573335,-34.0877873295519,-2.562515844662871,-1.0,True,1052.6719218786097,0.8115330813452601,3073.41552049488,14.554328791386125
19,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,2.5744235656702705,-41.45827353257865,-2.5689851600798854,-1.0,True,1161.6520193863762,0.5836473209783435,5394.3824984800585,25.560460500675028
13,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,2.6052029582399183,-42.47959113522655,-2.5879196270622273,-1.0,True,1121.8133512477903,0.6033657537773252,3615.677397989515,22.326527525385192
7,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,2.802528585862012,-49.31557364390428,-2.746604854535332,-1.0,True,1302.5857566121042,0.5395782608538866,9481.499850069624,12.343861837108888
63,Sea Surface Fibers | Enders,Coast_Surface_Water,Ocean_Surface_Water,3.197592362036007,-64.50108921914553,-3.1252053142588965,-1.0,True,1142.0435862712225,0.9025733647868037,3158.382174470359,79.69456262139977
77,Sea Surface Fibers | Enders,Coast_Surface_Water,Ocean_Surface_Water,3.613292126665862,-82.63893143614304,-3.5574640551482637,-1.0,True,1052.6719218786097,0.8115330813452601,3073.41552049488,14.554328791386125
74,Sea Surface Fibers | Enders,Coast_Surface_Water,Ocean_Surface_Water,3.718260190253248,-87.56902827290943,-3.3158739022154373,-1.0,True,1038.8347327734473,0.4509955206885934,5968.470983069437,99.03512881364628
65,Sea Surface Fibers | Enders,Coast_Surface_Water,Ocean_Surface_Water,3.7338195035199333,-88.31182544508786,-3.6462805422540905,-1.0,True,1067.1475829275753,0.8145831767469645,7649.971821573374,27.484250670786114
75,Sea Surface Fibers | Enders,Coast_Surface_Water,Ocean_Surface_Water,3.8212114176338114,-92.54152796512149,-3.5399293100410802,-1.0,True,1266.8602077145417,0.7534087570384145,4509.321025122595,33.63773384602314
46,Fragments in water | Eo,Surface_Freshwater,Bulk_Freshwater,0.28051001572740153,0.8370374491966504,-1.644560785205061,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
26,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,0.836541102128355,-0.4493245116204987,-2.7762076868161647,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
6,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,1.4498237667660772,-3.353329085665994,-3.821401122716512,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
3,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.090637619846724,-8.052084322870995,-4.211522484028665,-1.0,True,1142.0435862712225,0.9025733647868037,3158.382174470359,79.69456262139977
23,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,2.0906456911039295,-8.05215421718568,-4.211530157032721,-1.0,True,1142.0435862712225,0.9025733647868037,3158.382174470359,79.69456262139977
29,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,2.1773832107650026,-8.818854139896981,-4.420015596471709,-1.0,True,1011.0546938224201,0.9662006385624409,8317.906190875348,110.33241362955947
9,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.1773944797939397,-8.818955774958015,-4.420012159636367,-1.0,True,1011.0546938224201,0.9662006385624409,8317.906190875348,110.33241362955947
11,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.260717248837645,-9.584822135905828,-4.351481803041817,-1.0,True,1193.8882116574719,0.6794684045016766,7014.614289040168,66.50408224922234
31,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,2.260727530179439,-9.584918411918874,-4.351491672626416,-1.0,True,1193.8882116574719,0.6794684045016766,7014.614289040168,66.50408224922234
15,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.3030096843219368,-9.984558276607483,-4.4515860926323,-1.0,True,1266.8602077145417,0.7534087570384145,4509.321025122595,33.63773384602314
35,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,2.303020083169641,-9.984657474632819,-4.451595198922051,-1.0,True,1266.8602077145417,0.7534087570384145,4509.321025122595,33.63773384602314
18,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.3455016602398513,-10.393641708519828,-3.8875081255874866,-1.0,True,1128.8726776753927,0.1514127915725112,6580.927246677368,257.631748879913
38,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,2.3455104236862327,-10.393726848305851,-3.887517705464324,-1.0,True,1128.8726776753927,0.1514127915725112,6580.927246677368,257.631748879913
21,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,2.3660998688854473,-10.594638477336924,-4.514617315684426,-1.0,True,1027.5319670423107,0.7408183021470904,4154.920691366332,47.15673042962145
1,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.3661045139359773,-10.594684001818099,-4.514613581131451,-1.0,True,1027.5319670423107,0.7408183021470904,4154.920691366332,47.15673042962145
0,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.40744917619552,-11.003428884999296,-4.086287888877041,-1.0,True,1223.2946596421564,0.05489066895097494,6510.335737094087,18.29832679591263
20,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,2.4074596729508024,-11.00353355788833,-4.086297642431084,-1.0,True,1223.2946596421564,0.05489066895097494,6510.335737094087,18.29832679591263
5,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.4661029948731468,-11.595444253022247,-4.7040763247817585,-1.0,True,1067.1475829275753,0.8145831767469645,7649.971821573374,27.484250670786114
25,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,2.466108115940031,-11.595496564040532,-4.704085430204417,-1.0,True,1067.1475829275753,0.8145831767469645,7649.971821573374,27.484250670786114
12,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.4727282798691057,-11.663211496932645,-4.23748617568361,-1.0,True,1170.6894410717405,0.16353187803179026,10975.160488344927,41.971349359963845
46,Fibers in water | Eo,Surface_Freshwater,Bulk_Freshwater,0.5185538719408672,-3.0143249104704566,-1.644560785205061,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
26,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,1.6951237838190614,-41.89706632540647,-2.7762076868161647,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
6,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.4960633771641776,-92.0113556061124,-3.821401122716512,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
3,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,3.2108708704458886,-152.91127572644805,-4.211522484028665,-1.0,True,1142.0435862712225,0.9025733647868037,3158.382174470359,79.69456262139977
23,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,3.2108803156933208,-152.9121812329469,-4.211530157032721,-1.0,True,1142.0435862712225,0.9025733647868037,3158.382174470359,79.69456262139977
29,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,3.3327117353887434,-164.81364226059586,-4.420015596471709,-1.0,True,1011.0546938224201,0.9662006385624409,8317.906190875348,110.33241362955947
9,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,3.332722664012772,-164.81472973414296,-4.420012159636367,-1.0,True,1011.0546938224201,0.9662006385624409,8317.906190875348,110.33241362955947
11,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,3.406338449392855,-172.22092404579544,-4.351481803041817,-1.0,True,1193.8882116574719,0.6794684045016766,7014.614289040168,66.50408224922234
31,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,3.4063504958316533,-172.2221492317134,-4.351491672626416,-1.0,True,1193.8882116574719,0.6794684045016766,7014.614289040168,66.50408224922234
18,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,3.4122176111488436,-172.81938053761965,-3.8875081255874866,-1.0,True,1128.8726776753927,0.1514127915725112,6580.927246677368,257.631748879913
38,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,3.412228124951336,-172.82045169172534,-3.887517705464324,-1.0,True,1128.8726776753927,0.1514127915725112,6580.927246677368,257.631748879913
15,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,3.4655691845769057,-178.29736377064776,-4.4515860926323,-1.0,True,1266.8602077145417,0.7534087570384145,4509.321025122595,33.63773384602314
35,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,3.465581224159651,-178.2986095511137,-4.451595198922051,-1.0,True,1266.8602077145417,0.7534087570384145,4509.321025122595,33.63773384602314
0,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,3.509651795165112,-182.8877585204281,-4.086287888877041,-1.0,True,1223.2946596421564,0.05489066895097494,6510.335737094087,18.29832679591263
20,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,3.5096640644304227,-182.88904421586003,-4.086297642431084,-1.0,True,1223.2946596421564,0.05489066895097494,6510.335737094087,18.29832679591263
21,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,3.539870502001692,-186.06800163884853,-4.514617315684426,-1.0,True,1027.5319670423107,0.7408183021470904,4154.920691366332,47.15673042962145
1,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,3.5398746202386273,-186.06843690381177,-4.514613581131451,-1.0,True,1027.5319670423107,0.7408183021470904,4154.920691366332,47.15673042962145
12,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,3.6016054833867974,-192.64979221119918,-4.23748617568361,-1.0,True,1170.6894410717405,0.16353187803179026,10975.160488344927,41.971349359963845
32,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,3.6016176003098885,-192.65109520987392,-4.237496578569148,-1.0,True,1170.6894410717405,0.16353187803179026,10975.160488344927,41.971349359963845
4,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,3.6109815405910544,-193.65936136362546,-4.14680752110119,-1.0,True,1183.9458852736573,0.38726150058209896,4865.625691014622,162.6744239462293
149,Fragments in sediment | Eo,Surface_Freshwater,Beaches_Deep_Soil,0.1872718563211876,0.8658443852603126,-1.9888773045017827,-1.0,True,1011.0546938224201,0.9662006385624409,8317.906190875348,110.33241362955947
137,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.21046495649505267,0.830557086383082,-1.7579894744810813,-1.0,True,1052.6719218786097,0.8115330813452601,3073.41552049488,14.554328791386125
125,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.21921399629697147,0.8161767748052773,-1.6059265622563133,-1.0,True,1067.1475829275753,0.8145831767469645,7649.971821573374,27.484250670786114
135,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.22099255494845585,0.813181832118754,-1.6193360520103617,-1.0,True,1266.8602077145417,0.7534087570384145,4509.321025122595,33.63773384602314
121,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.22683611819732838,0.8031713851650351,-1.5558920260177587,-1.0,True,1027.5319670423107,0.7408183021470904,4154.920691366332,47.15673042962145
131,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.24062369955063403,0.7785168853420323,-1.5247422648639442,-1.0,True,1193.8882116574719,0.6794684045016766,7014.614289040168,66.50408224922234
169,Fragments in sediment | Eo,Surface_Freshwater,Beaches_Soil_Surface,0.2931281466297834,0.6713157703782214,-1.503714042076667,-1.0,True,1011.0546938224201,0.9662006385624409,8317.906190875348,110.33241362955947
133,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.3750296716562182,0.46198413521472403,-1.8100530528383154,-1.0,True,1121.8133512477903,0.6033657537773252,3615.677397989515,22.326527525385192
139,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.385388083120893,0.4318534346337619,-1.789353831187256,-1.0,True,1161.6520193863762,0.5836473209783435,5394.3824984800585,25.560460500675028
