Case,Observed_dataset,Emission_Compartment,Target_Compartment,RMSE,R2,Slope,Spearman_r,Pass_Spearman,MPdensity_kg_m3,FI,t_half_deg_free,t_frag_gen_FreeSurfaceWater
193,Sea Surface Fragments | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.39481518617027556,0.4664986691407582,-3.553027380578542,-1.0,True,1209.5262939355503,0.9503141585737467,3983.7845371082194,10.68760294710077
167,Sea Surface Fragments | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.3957878944842193,0.4638666506301955,-3.5574640551482637,-1.0,True,1052.6719218786097,0.8115330813452601,3073.41552049488,14.554328791386125
11,Sea Surface Fragments | Enders,Ocean_Surface_Water,Coast_Surface_Water,0.3976697762840293,0.4587561444920716,-2.3129884579359317,-1.0,True,1193.8882116574719,0.6794684045016766,7014.614289040168,66.50408224922234
155,Sea Surface Fragments | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.4152768588125776,0.4097672942506644,-3.6462805422540905,-1.0,True,1067.1475829275753,0.8145831767469645,7649.971821573374,27.484250670786114
15,Sea Surface Fragments | Enders,Ocean_Surface_Water,Coast_Surface_Water,0.43685490956146455,0.34683598373343194,-2.3191024681247168,-1.0,True,1266.8602077145417,0.7534087570384145,4509.321025122595,33.63773384602314
35,Sea Surface Fragments | Enders,Ocean_Surface_Water,Coast_Surface_Water,0.4417188307262688,0.33221042201717454,-2.4412861432082806,-1.0,True,1148.571690510123,0.725484942086041,8494.13495107803,39.18568040284853
181,Sea Surface Fragments | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.44217109760110435,0.3308422497770318,-3.1833135953849494,-1.0,True,1234.2374593585023,0.6981430100277066,2555.024271565468,128.55750459231496
177,Sea Surface Fragments | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.4449175862503317,0.3225036590809077,-3.7678270397654656,-1.0,True,1172.0407545757373,0.8734017200767994,13111.03180170831,20.47403233407545
17,Sea Surface Fragments | Enders,Ocean_Surface_Water,Coast_Surface_Water,0.4523405627697639,0.29970846431552123,-2.562515844662871,-1.0,True,1052.6719218786097,0.8115330813452601,3073.41552049488,14.554328791386125
195,Sea Surface Fragments | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.4567010569691055,0.28614198085489695,-3.6529779901371344,-1.0,True,1133.1430465814403,0.7685585198923945,9563.361888524896,45.9560319889262
165,Sea Surface Fragments | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.46666845144855246,0.2546423847708449,-3.5399293100410802,-1.0,True,1266.8602077145417,0.7534087570384145,4509.321025122595,33.63773384602314
172,Sea Surface Fibers | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.32148096254304287,0.33791637601015223,-0.9476138656507844,-1.0,True,990.7071532569504,0.29657342098653316,4606.795100665683,16.363625347188755
22,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,0.3337623230283394,0.28636367971187715,-0.9378871257388146,-1.0,True,990.7071532569504,0.29657342098653316,4606.795100665683,16.363625347188755
72,Sea Surface Fibers | Enders,Ocean_Surface_Water,Ocean_Surface_Water,0.38645338470280954,0.04325421645569072,-0.8046784904442812,-1.0,True,990.7071532569504,0.29657342098653316,4606.795100665683,16.363625347188755
156,Sea Surface Fibers | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.39984011595016894,-0.02417708729896839,-0.7612382149157464,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
6,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,0.41399697847133854,-0.0979856624952904,-0.7510990601442836,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
188,Sea Surface Fibers | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.47401924741260093,-0.4394423602739006,-0.8821494770641238,-1.0,True,954.1988196329055,0.40327005833387375,11741.727561486723,15.729051243049968
191,Sea Surface Fibers | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.4809630628775303,-0.48192346713360834,-0.9068388946081374,-1.0,True,980.681203058566,0.6637955326586962,3357.0942506393985,28.15704096307011
41,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,0.488869053296238,-0.5310431067340715,-0.8971654881504129,-1.0,True,980.681203058566,0.6637955326586962,3357.0942506393985,28.15704096307011
38,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,0.4894349610012839,-0.5345897847979386,-0.8690095934106374,-1.0,True,954.1988196329055,0.40327005833387375,11741.727561486723,15.729051243049968
175,Sea Surface Fibers | Enders,Coast_Surface_Water,Ocean_Surface_Water,0.4995294827024733,-0.5985439375491679,-0.8414454017880685,-1.0,True,970.257513917095,0.5204778723418713,6126.121829511241,35.86723419491317
88,Sea Surface Fibers | Enders,Ocean_Surface_Water,Ocean_Surface_Water,0.503197303254621,-0.6221048997401444,-0.814290748030392,-1.0,True,954.1988196329055,0.40327005833387375,11741.727561486723,15.729051243049968
25,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,0.5126766538953763,-0.6837957479042047,-0.8307971119854979,-1.0,True,970.257513917095,0.5204778723418713,6126.121829511241,35.86723419491317
75,Sea Surface Fibers | Enders,Ocean_Surface_Water,Ocean_Surface_Water,0.5666582149757236,-1.0570493206354143,-0.7217205539010382,-1.0,True,970.257513917095,0.5204778723418713,6126.121829511241,35.86723419491317
91,Sea Surface Fibers | Enders,Ocean_Surface_Water,Ocean_Surface_Water,0.6314598184198897,-1.5544285937589457,-0.7286803842945169,-1.0,True,980.681203058566,0.6637955326586962,3357.0942506393985,28.15704096307011
101,Sea Surface Fibers | Enders,Coast_Surface_Water,Coast_Surface_Water,0.7994332064544509,-3.094177750435139,-1.488331515341178,-1.0,True,1027.5319670423107,0.7408183021470904,4154.920691366332,47.15673042962145
23,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,1.231405637285264,-8.714145431623617,-1.780859057351768,-1.0,True,1397.5404051676394,0.9698357824236155,5627.571199229376,50.288791617274825
143,Sea Surface Fibers | Enders,Coast_Surface_Water,Coast_Surface_Water,1.3378468204661604,-10.466083704333894,-1.835870020972208,-1.0,True,1209.5262939355503,0.9503141585737467,3983.7845371082194,10.68760294710077
1,Sea Surface Fibers | Enders,Ocean_Surface_Water,Coast_Surface_Water,1.455762513772395,-12.576361397295125,-2.006863588768346,-1.0,True,1027.5319670423107,0.7408183021470904,4154.920691366332,47.15673042962145
117,Sea Surface Fibers | Enders,Coast_Surface_Water,Coast_Surface_Water,1.4782347035408272,-12.9987453572205,-1.9258182076859434,-1.0,True,1052.6719218786097,0.8115330813452601,3073.41552049488,14.554328791386125
105,Sea Surface Fibers | Enders,Coast_Surface_Water,Coast_Surface_Water,1.5360990315033114,-14.11613482573906,-1.9757676773725823,-1.0,True,1067.1475829275753,0.8145831767469645,7649.971821573374,27.484250670786114
138,Fragments in water | Eo,Surface_Freshwater,Bulk_Freshwater,0.2584985571771433,0.8616091694790741,-1.8761020410245397,-1.0,True,954.1988196329055,0.40327005833387375,11741.727561486723,15.729051243049968
141,Fragments in water | Eo,Surface_Freshwater,Bulk_Freshwater,0.2770663097794775,0.8410141366132491,-1.5980496176487933,-1.0,True,980.681203058566,0.6637955326586962,3357.0942506393985,28.15704096307011
106,Fragments in water | Eo,Surface_Freshwater,Bulk_Freshwater,0.28051001572740153,0.8370374491966504,-1.644560785205061,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
125,Fragments in water | Eo,Surface_Freshwater,Bulk_Freshwater,0.31587730334915615,0.793353567360953,-1.6895817527697066,-1.0,True,970.257513917095,0.5204778723418713,6126.121829511241,35.86723419491317
88,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,0.6524144033842937,0.11846786262097786,-2.8305282815122847,-1.0,True,954.1988196329055,0.40327005833387375,11741.727561486723,15.729051243049968
188,Fragments in water | Eo,Surface_Freshwater,Surface_Freshwater,0.7804481659309388,-0.2614765961039671,-0.9040307181483141,-1.0,True,954.1988196329055,0.40327005833387375,11741.727561486723,15.729051243049968
56,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,0.836541102128355,-0.4493245116204987,-2.7762076868161647,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
91,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,0.9825388032427868,-0.999357658923129,-2.971369830887271,-1.0,True,980.681203058566,0.6637955326586962,3357.0942506393985,28.15704096307011
75,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,1.0823608051770532,-1.4262479584377128,-2.861503821320866,-1.0,True,970.257513917095,0.5204778723418713,6126.121829511241,35.86723419491317
38,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,1.1986064850635205,-1.9753928503021574,-3.8025876149247577,-1.0,True,954.1988196329055,0.40327005833387375,11741.727561486723,15.729051243049968
72,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,1.2311718214757126,-2.139268070442359,-2.921060750417617,-1.0,True,990.7071532569504,0.29657342098653316,4606.795100665683,16.363625347188755
41,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,1.4364187857398931,-3.2732000164907964,-3.7448777589634976,-1.0,True,980.681203058566,0.6637955326586962,3357.0942506393985,28.15704096307011
6,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,1.4498237667660772,-3.353329085665994,-3.821401122716512,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
22,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,1.5449551293763673,-3.943366498799553,-3.48473196360209,-1.0,True,990.7071532569504,0.29657342098653316,4606.795100665683,16.363625347188755
25,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,1.6051084974516836,-4.335803857479077,-3.7356247610776734,-1.0,True,970.257513917095,0.5204778723418713,6126.121829511241,35.86723419491317
3,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.090637619846724,-8.052084322870995,-4.211522484028665,-1.0,True,1142.0435862712225,0.9025733647868037,3158.382174470359,79.69456262139977
53,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,2.0906456911039295,-8.05215421718568,-4.211530157032721,-1.0,True,1142.0435862712225,0.9025733647868037,3158.382174470359,79.69456262139977
31,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.1587826732948576,-8.65181338248008,-4.107407576887877,-1.0,True,1234.2374593585023,0.6981430100277066,2555.024271565468,128.55750459231496
81,Fragments in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,2.158792014095849,-8.651896907203685,-4.107415181219352,-1.0,True,1234.2374593585023,0.6981430100277066,2555.024271565468,128.55750459231496
39,Fragments in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.1642957492223744,-8.70117372406886,-4.289193160708506,-1.0,True,1293.841592518476,0.8304386623203754,3741.3800363979353,56.26905907668252
188,Fibers in water | Eo,Surface_Freshwater,Surface_Freshwater,0.23590781080151457,0.16917530187888874,-0.9040307181483141,-1.0,True,954.1988196329055,0.40327005833387375,11741.727561486723,15.729051243049968
106,Fibers in water | Eo,Surface_Freshwater,Bulk_Freshwater,0.5185538719408672,-3.0143249104704566,-1.644560785205061,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
141,Fibers in water | Eo,Surface_Freshwater,Bulk_Freshwater,0.538084846736568,-3.3224132047666375,-1.5980496176487933,-1.0,True,980.681203058566,0.6637955326586962,3357.0942506393985,28.15704096307011
138,Fibers in water | Eo,Surface_Freshwater,Bulk_Freshwater,0.5453049475311117,-3.439188979760541,-1.8761020410245397,-1.0,True,954.1988196329055,0.40327005833387375,11741.727561486723,15.729051243049968
125,Fibers in water | Eo,Surface_Freshwater,Bulk_Freshwater,0.8476016053952455,-9.725271600547776,-1.6895817527697066,-1.0,True,970.257513917095,0.5204778723418713,6126.121829511241,35.86723419491317
88,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,1.5198078327561488,-33.4827675426305,-2.8305282815122847,-1.0,True,954.1988196329055,0.40327005833387375,11741.727561486723,15.729051243049968
56,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,1.6951237838190614,-41.89706632540647,-2.7762076868161647,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
91,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,1.8787131688560166,-51.69212540278355,-2.971369830887271,-1.0,True,980.681203058566,0.6637955326586962,3357.0942506393985,28.15704096307011
75,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,1.957388655905626,-56.197742947092046,-2.861503821320866,-1.0,True,970.257513917095,0.5204778723418713,6126.121829511241,35.86723419491317
72,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,2.117447524808464,-65.93450719476094,-2.921060750417617,-1.0,True,990.7071532569504,0.29657342098653316,4606.795100665683,16.363625347188755
38,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.234356297244197,-73.5297413474792,-3.8025876149247577,-1.0,True,954.1988196329055,0.40327005833387375,11741.727561486723,15.729051243049968
41,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.4702977756876265,-90.10104784143091,-3.7448777589634976,-1.0,True,980.681203058566,0.6637955326586962,3357.0942506393985,28.15704096307011
6,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.4960633771641776,-92.0113556061124,-3.821401122716512,-1.0,True,938.1999105069605,0.2247749101370573,1827.0909576901595,58.014555128786775
22,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.536328299906905,-95.03636037146588,-3.48473196360209,-1.0,True,990.7071532569504,0.29657342098653316,4606.795100665683,16.363625347188755
25,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,2.640112638145656,-103.05660917684784,-3.7356247610776734,-1.0,True,970.257513917095,0.5204778723418713,6126.121829511241,35.86723419491317
80,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,3.198372424918323,-151.71539596238594,-3.6355293343109207,-1.0,True,1014.5658803582817,0.004189738072454929,9168.15586222836,29.247694491793375
30,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,3.198380308218387,-151.71614878451825,-3.6355240434087324,-1.0,True,1014.5658803582817,0.004189738072454929,9168.15586222836,29.247694491793375
3,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,3.2108708704458886,-152.91127572644805,-4.211522484028665,-1.0,True,1142.0435862712225,0.9025733647868037,3158.382174470359,79.69456262139977
53,Fibers in water | Eo,Impacted_Soil_Surface,Surface_Freshwater,3.2108803156933208,-152.9121812329469,-4.211530157032721,-1.0,True,1142.0435862712225,0.9025733647868037,3158.382174470359,79.69456262139977
40,Fibers in water | Eo,Impacted_Soil_Surface,Bulk_Freshwater,3.2281578659834165,-154.5730217215243,-3.870096379198281,-1.0,True,1496.652084185976,0.10262425057590008,31713.810195525555,117.16835784799162
217,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.21046495649505267,0.830557086383082,-1.7579894744810813,-1.0,True,1052.6719218786097,0.8115330813452601,3073.41552049488,14.554328791386125
205,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.21921399629697147,0.8161767748052773,-1.6059265622563133,-1.0,True,1067.1475829275753,0.8145831767469645,7649.971821573374,27.484250670786114
215,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.22099255494845585,0.813181832118754,-1.6193360520103617,-1.0,True,1266.8602077145417,0.7534087570384145,4509.321025122595,33.63773384602314
235,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.22571091802481485,0.8051192433647244,-1.6074435333823276,-1.0,True,1148.571690510123,0.725484942086041,8494.13495107803,39.18568040284853
201,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.22683611819732838,0.8031713851650351,-1.5558920260177587,-1.0,True,1027.5319670423107,0.7408183021470904,4154.920691366332,47.15673042962145
245,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.227620787856252,0.8018072940184551,-1.5365170729460782,-1.0,True,1133.1430465814403,0.7685585198923945,9563.361888524896,45.9560319889262
227,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.23970209440276877,0.7802102271226503,-1.6028208588299542,-1.0,True,1172.0407545757373,0.8734017200767994,13111.03180170831,20.47403233407545
211,Fragments in sediment | Eo,Surface_Freshwater,Sediment_Coast,0.24062369955063403,0.7785168853420323,-1.5247422648639442,-1.0,True,1193.8882116574719,0.6794684045016766,7014.614289040168,66.50408224922234
